Time,Location,Nature,Status,date
8:52 am,6030 W OKLAHOMA AVE MKE,Checking Location,Service in Progress View History,2024-07-15
8:52 am,6030 W OKLAHOMA AVE MKE,Checking Location,Assignment Completed View History,2024-07-15
8:52 am,6030 W OKLAHOMA AVE MKE,Checking Location,Assignment Completed View History,2024-07-15
8:52 am,6030 W OKLAHOMA AVE MKE,Checking Location,Service in Progress View History,2024-07-15
8:52 am,"LL(-87:59:09.8227,43:09:38.8605): EST 7867 N 60TH ST MKE",911,Service in Progress View History,2024-07-15
8:52 am,2770 N 5TH ST MKE: @UNIT 103,911,Service in Progress View History,2024-07-15
8:52 am,6030 W OKLAHOMA AVE MKE,Checking Location,Assignment Completed View History,2024-07-15
8:52 am,6030 W OKLAHOMA AVE MKE,Checking Location,Service in Progress View History,2024-07-15
8:50 am,"LL(-87:58:47.3666,43:05:31.2540): EST 5291 W FOND DU LAC AVE MKE",911,Service in Progress View History,2024-07-15
8:50 am,N BROADWAY/E MICHIGAN ST MKE,Traffic Control,Service in Progress View History,2024-07-15
8:48 am,3012 W GALENA ST MKE,Call for Police,Unable to Locate Complainant View History,2024-07-15
8:47 am,500 E OAK ST OC: @GALLS,Assignment,Assignment Completed View History,2024-07-15
8:46 am,N 76TH ST/W GOOD HOPE RD MKE,Motor Vehicle Accident,Service in Progress View History,2024-07-15
8:44 am,5806 N 77TH ST MKE,Trouble,Advised View History,2024-07-15
8:44 am,5806 N 77TH ST MKE,Trouble,Service in Progress View History,2024-07-15
8:44 am,5806 N 77TH ST MKE,Trouble,Advised View History,2024-07-15
8:44 am,5806 N 77TH ST MKE,Trouble,Service in Progress View History,2024-07-15
8:44 am,5806 N 77TH ST MKE,Trouble,Advised View History,2024-07-15
8:44 am,5806 N 77TH ST MKE,Trouble,Service in Progress View History,2024-07-15
8:41 am,2333 N 49TH ST MKE,Trouble,Advised View History,2024-07-15
8:41 am,2333 N 49TH ST MKE,Trouble,Service in Progress View History,2024-07-15
8:41 am,2333 N 49TH ST MKE,Trouble,Service in Progress View History,2024-07-15
8:41 am,2333 N 49TH ST MKE,Trouble,Advised View History,2024-07-15
8:41 am,2333 N 49TH ST MKE,Trouble,Advised View History,2024-07-15
8:41 am,2333 N 49TH ST MKE,Trouble,Service in Progress View History,2024-07-15
8:41 am,2333 N 49TH ST MKE,Trouble,Service in Progress View History,2024-07-15
8:41 am,2333 N 49TH ST MKE,Trouble,Advised View History,2024-07-15
8:41 am,2333 N 49TH ST MKE,Trouble,Advised View History,2024-07-15
8:41 am,2333 N 49TH ST MKE,Trouble,Service in Progress View History,2024-07-15
8:41 am,2333 N 49TH ST MKE,Trouble,Advised View History,2024-07-15
8:41 am,2333 N 49TH ST MKE,Trouble,Service in Progress View History,2024-07-15
8:41 am,2333 N 49TH ST MKE,Trouble,Advised View History,2024-07-15
8:41 am,2333 N 49TH ST MKE,Trouble,Service in Progress View History,2024-07-15
8:41 am,2333 N 49TH ST MKE,Trouble,Advised View History,2024-07-15
8:41 am,2333 N 49TH ST MKE,Trouble,Service in Progress View History,2024-07-15
8:41 am,2333 N 49TH ST MKE,Trouble,Service in Progress View History,2024-07-15
8:41 am,2333 N 49TH ST MKE,Trouble,Advised View History,2024-07-15
8:40 am,"LL(-87:59:53.0434,43:05:33.6878): EST 4148 N 69TH ST MKE",911,Service in Progress View History,2024-07-15
8:39 am,123 N 27TH ST MKE: @THIELE TANNING COMPANY,Welfare Citizen,Assignment Completed View History,2024-07-15
8:39 am,10402 W KIEHNAU AVE MKE,Emotionally Disturbed Person,Service in Progress View History,2024-07-15
8:39 am,123 N 27TH ST MKE: @THIELE TANNING COMPANY,Welfare Citizen,To be Filed View History,2024-07-15
8:39 am,123 N 27TH ST MKE: @THIELE TANNING COMPANY,Welfare Citizen,Service in Progress View History,2024-07-15
8:39 am,123 N 27TH ST MKE: @THIELE TANNING COMPANY,Welfare Citizen,To be Filed View History,2024-07-15
8:39 am,123 N 27TH ST MKE: @THIELE TANNING COMPANY,Welfare Citizen,Service in Progress View History,2024-07-15
8:39 am,123 N 27TH ST MKE: @THIELE TANNING COMPANY,Welfare Citizen,Assignment Completed View History,2024-07-15
8:39 am,123 N 27TH ST MKE: @THIELE TANNING COMPANY,Welfare Citizen,To be Filed View History,2024-07-15
8:39 am,123 N 27TH ST MKE: @THIELE TANNING COMPANY,Welfare Citizen,Assignment Completed View History,2024-07-15
8:39 am,123 N 27TH ST MKE: @THIELE TANNING COMPANY,Welfare Citizen,Service in Progress View History,2024-07-15
8:39 am,123 N 27TH ST MKE: @THIELE TANNING COMPANY,Welfare Citizen,Assignment Completed View History,2024-07-15
8:39 am,123 N 27TH ST MKE: @THIELE TANNING COMPANY,Welfare Citizen,To be Filed View History,2024-07-15
8:39 am,123 N 27TH ST MKE: @THIELE TANNING COMPANY,Welfare Citizen,Service in Progress View History,2024-07-15
8:39 am,123 N 27TH ST MKE: @THIELE TANNING COMPANY,Welfare Citizen,Service in Progress View History,2024-07-15
8:39 am,123 N 27TH ST MKE: @THIELE TANNING COMPANY,Welfare Citizen,To be Filed View History,2024-07-15
8:39 am,123 N 27TH ST MKE: @THIELE TANNING COMPANY,Welfare Citizen,Assignment Completed View History,2024-07-15
8:38 am,2333 N 49TH ST MKE: @D3,Return Station,Assignment Completed View History,2024-07-15
8:37 am,8249 N 107TH ST MKE: @UNIT 216,Battery/Fight/Assault - DV Related,Service in Progress View History,2024-07-15
8:35 am,2300 N MLK DR MKE,Property Pickup,Assignment Completed View History,2024-07-15
8:35 am,2300 N MLK DR MKE,Property Pickup,Service in Progress View History,2024-07-15
8:35 am,2300 N MLK DR MKE,Property Pickup,Assignment Completed View History,2024-07-15
8:35 am,2300 N MLK DR MKE,Property Pickup,Service in Progress View History,2024-07-15
8:35 am,2300 N MLK DR MKE,Property Pickup,Service in Progress View History,2024-07-15
8:35 am,2300 N MLK DR MKE,Property Pickup,Assignment Completed View History,2024-07-15
8:35 am,2300 N MLK DR MKE,Property Pickup,Service in Progress View History,2024-07-15
8:35 am,2300 N MLK DR MKE,Property Pickup,Assignment Completed View History,2024-07-15
8:35 am,2300 N MLK DR MKE,Property Pickup,Assignment Completed View History,2024-07-15
8:35 am,2300 N MLK DR MKE,Property Pickup,Service in Progress View History,2024-07-15
8:35 am,2300 N MLK DR MKE,Property Pickup,Assignment Completed View History,2024-07-15
8:35 am,245 W LINCOLN AVE MKE: @D2:10 200,Return Station,Assignment Completed View History,2024-07-15
8:35 am,2300 N MLK DR MKE,Property Pickup,Service in Progress View History,2024-07-15
8:35 am,2300 N MLK DR MKE,Property Pickup,Service in Progress View History,2024-07-15
8:35 am,2300 N MLK DR MKE,Property Pickup,Assignment Completed View History,2024-07-15
8:34 am,"LL(-87:54:19.6200,43:02:55.7520): EST 1454 N JEFFERSON ST MKE",911,Service in Progress View History,2024-07-15
8:32 am,"LL(-87:59:54.1124,43:05:32.3122): EST 4127 N 69TH ST MKE",911,Service in Progress View History,2024-07-15
8:31 am,3237 S 16TH ST MKE: @ASCENSION ST FRANCIS HOSPITAL,Emotionally Disturbed Person,Advised View History,2024-07-15
8:31 am,8626 W APPLETON AVE MKE: @UNIT 2,911,Service in Progress View History,2024-07-15
8:28 am,W CAPITOL DR/N 7TH ST MKE,Motor Vehicle Accident,Filed Driver Exchange Report View History,2024-07-15
8:28 am,W CAPITOL DR/N 7TH ST MKE,Motor Vehicle Accident,Service in Progress View History,2024-07-15
8:28 am,W CAPITOL DR/N 7TH ST MKE,Motor Vehicle Accident,Filed Driver Exchange Report View History,2024-07-15
8:28 am,W CAPITOL DR/N 7TH ST MKE,Motor Vehicle Accident,Service in Progress View History,2024-07-15
8:28 am,W CAPITOL DR/N 7TH ST MKE,Motor Vehicle Accident,Service in Progress View History,2024-07-15
8:28 am,W CAPITOL DR/N 7TH ST MKE,Motor Vehicle Accident,Filed Driver Exchange Report View History,2024-07-15
8:27 am,2429 W PIERCE ST MKE,Property Found/Recovered,Assignment Completed View History,2024-07-15
8:27 am,2429 W PIERCE ST MKE,Property Found/Recovered,Service in Progress View History,2024-07-15
8:27 am,710 S 25TH ST MKE,Property Found/Recovered,Assignment Completed View History,2024-07-15
8:27 am,710 S 25TH ST MKE,Property Found/Recovered,Service in Progress View History,2024-07-15
8:27 am,710 S 25TH ST MKE,Property Found/Recovered,Assignment Completed View History,2024-07-15
8:27 am,710 S 25TH ST MKE,Property Found/Recovered,Service in Progress View History,2024-07-15
8:27 am,710 S 25TH ST MKE,Property Found/Recovered,Service in Progress View History,2024-07-15
8:27 am,710 S 25TH ST MKE,Property Found/Recovered,Assignment Completed View History,2024-07-15
8:25 am,"LL(-87:57:47.4987,43:03:49.2874): EST 2468 N 40TH ST MKE",911,Service in Progress View History,2024-07-15
8:24 am,N 73RD ST/W MILL RD MKE,Property Damage,To be Filed View History,2024-07-15
8:24 am,749 W STATE ST MKE: @PAB,Return Station,Assignment Completed View History,2024-07-15
8:24 am,N 73RD ST/W MILL RD MKE,Property Damage,Service in Progress View History,2024-07-15
8:24 am,N 73RD ST/W MILL RD MKE,Property Damage,To be Filed View History,2024-07-15
8:24 am,N 73RD ST/W MILL RD MKE,Property Damage,Service in Progress View History,2024-07-15
8:20 am,"LL(-87:53:48.7287,43:02:59.0784): EST 1496 N FRANKLIN PL MKE",911,Service in Progress View History,2024-07-15
8:18 am,2466 S 8TH ST MKE,Subject Stop,Assignment Completed View History,2024-07-15
8:17 am,2613 W CAPITOL DR MKE: @UNIT 6,Entry-Building or Structure,Service in Progress View History,2024-07-15
8:17 am,2613 W CAPITOL DR MKE: @UNIT 6,Entry-Building or Structure,Unable to Locate Complainant View History,2024-07-15
8:17 am,2613 W CAPITOL DR MKE: @UNIT 6,Entry-Building or Structure,Unable to Locate Complainant View History,2024-07-15
8:17 am,2613 W CAPITOL DR MKE: @UNIT 6,Entry-Building or Structure,Service in Progress View History,2024-07-15
8:17 am,2613 W CAPITOL DR MKE: @UNIT 6,Entry-Building or Structure,Service in Progress View History,2024-07-15
8:17 am,2613 W CAPITOL DR MKE: @UNIT 6,Entry-Building or Structure,Unable to Locate Complainant View History,2024-07-15
8:17 am,2613 W CAPITOL DR MKE: @UNIT 6,Entry-Building or Structure,Unable to Locate Complainant View History,2024-07-15
8:17 am,2613 W CAPITOL DR MKE: @UNIT 6,Entry-Building or Structure,Service in Progress View History,2024-07-15
8:17 am,2613 W CAPITOL DR MKE: @UNIT 6,Entry-Building or Structure,Service in Progress View History,2024-07-15
8:17 am,2613 W CAPITOL DR MKE: @UNIT 6,Entry-Building or Structure,Unable to Locate Complainant View History,2024-07-15
8:17 am,2613 W CAPITOL DR MKE: @UNIT 6,Entry-Building or Structure,Service in Progress View History,2024-07-15
8:17 am,2613 W CAPITOL DR MKE: @UNIT 6,Entry-Building or Structure,Unable to Locate Complainant View History,2024-07-15
8:17 am,"LL(-88:02:34.1861,43:10:47.5784): EST 8932 N 107TH ST MKE",911,Service in Progress View History,2024-07-15
8:16 am,2600 N 34TH ST MKE:LOWER,Theft,Advised View History,2024-07-15
8:16 am,2600 N 34TH ST MKE:LOWER,Theft,Advised/Referral View History,2024-07-15
8:16 am,2600 N 34TH ST MKE:LOWER,Theft,Advised View History,2024-07-15
8:16 am,2600 N 34TH ST MKE:LOWER,Theft,Advised/Referral View History,2024-07-15
8:16 am,2600 N 34TH ST MKE:LOWER,Theft,Advised/Referral View History,2024-07-15
8:16 am,2600 N 34TH ST MKE:LOWER,Theft,Advised View History,2024-07-15
8:16 am,2600 N 34TH ST MKE:LOWER,Theft,Advised View History,2024-07-15
8:16 am,2600 N 34TH ST MKE:LOWER,Theft,Advised/Referral View History,2024-07-15
8:16 am,2600 N 34TH ST MKE:LOWER,Theft,Advised View History,2024-07-15
8:16 am,2600 N 34TH ST MKE:LOWER,Theft,Advised/Referral View History,2024-07-15
8:16 am,2600 N 34TH ST MKE:LOWER,Theft,Advised View History,2024-07-15
8:16 am,2600 N 34TH ST MKE:LOWER,Theft,Advised/Referral View History,2024-07-15
8:15 am,6928 N 37TH ST MKE: @UNIT 3,Battery/Fight/Assault,Service in Progress View History,2024-07-15
8:12 am,6680 N TEUTONIA AV MKE: @PA:10-100,Return Station,Assignment Completed View History,2024-07-15
8:12 am,N 46TH ST/W LISBON AVE MKE,Welfare Citizen,Service in Progress View History,2024-07-15
8:12 am,"LL(-88:02:31.0771,43:10:47.6785): EST 10520 W BROWN DEER RD MKE",911,Service in Progress View History,2024-07-15
8:12 am,4601 W NORTH AVE MKE: @WENDYS,Welfare Citizen,Advised View History,2024-07-15
8:09 am,N HUMBOLDT AVE/E BRADY ST MKE,Battery/Fight/Assault,Service in Progress View History,2024-07-15
8:03 am,4625 W MEDFORD AVE MKE:UPPER,Missing Person-Report,Assignment Completed View History,2024-07-15
8:02 am,3131 S 41ST ST MKE,Forensic Investigator Assignment,Service in Progress View History,2024-07-15
8:01 am,3754 N 2ND ST MKE,Trouble,Advised View History,2024-07-15
8:01 am,3754 N 2ND ST MKE,Trouble,Advised/Referral View History,2024-07-15
8:01 am,3754 N 2ND ST MKE,Trouble,Advised View History,2024-07-15
8:01 am,3754 N 2ND ST MKE,Trouble,Advised/Referral View History,2024-07-15
8:01 am,"LL(-88:00:10.7906,43:08:56.2365): EST 7414 W GOOD HOPE RD MKE",911,Service in Progress View History,2024-07-15
8:00 am,"LL(-88:01:34.6082,43:07:11.9856): EST 5623 N 91ST ST MKE",911,Service in Progress View History,2024-07-15
7:59 am,N 43RD ST/W GREEN TREE RD MKE,Subject Stop,Service in Progress View History,2024-07-15
7:59 am,N 43RD ST/W GREEN TREE RD MKE,Subject Stop,To be Filed View History,2024-07-15
7:59 am,N 43RD ST/W GREEN TREE RD MKE,Subject Stop,To be Filed View History,2024-07-15
7:59 am,N 43RD ST/W GREEN TREE RD MKE,Subject Stop,Service in Progress View History,2024-07-15
7:59 am,N 43RD ST/W GREEN TREE RD MKE,Subject Stop,To be Filed View History,2024-07-15
7:59 am,N 43RD ST/W GREEN TREE RD MKE,Subject Stop,Service in Progress View History,2024-07-15
7:59 am,6619 N 86TH ST MKE,Entry-Vehicle,Service in Progress View History,2024-07-15
7:59 am,N 43RD ST/W GREEN TREE RD MKE,Subject Stop,To be Filed View History,2024-07-15
7:59 am,N 43RD ST/W GREEN TREE RD MKE,Subject Stop,Service in Progress View History,2024-07-15
7:59 am,"LL(-87:59:04.6719,43:09:01.9872): EST 7310 N 60TH ST MKE",911,Service in Progress View History,2024-07-15
7:59 am,N 43RD ST/W GREEN TREE RD MKE,Subject Stop,To be Filed View History,2024-07-15
7:59 am,N 43RD ST/W GREEN TREE RD MKE,Subject Stop,Service in Progress View History,2024-07-15
7:59 am,N 43RD ST/W GREEN TREE RD MKE,Subject Stop,Service in Progress View History,2024-07-15
7:59 am,N 43RD ST/W GREEN TREE RD MKE,Subject Stop,To be Filed View History,2024-07-15
7:59 am,N 43RD ST/W GREEN TREE RD MKE,Subject Stop,To be Filed View History,2024-07-15
7:59 am,N 43RD ST/W GREEN TREE RD MKE,Subject Stop,Service in Progress View History,2024-07-15
7:57 am,2807 W MICHIGAN ST MKE: @UNIT 110,Welfare Citizen,Service in Progress View History,2024-07-15
7:57 am,2807 W MICHIGAN ST MKE: @UNIT 110,Welfare Citizen,Advised View History,2024-07-15
7:57 am,8529 W GRANTOSA DR MKE: @UNIT 3,Property Pickup,Unable to Locate Complainant View History,2024-07-15
7:55 am,5545 N 66TH ST MKE: @UNIT 320,Notification,Unable to Locate Complainant View History,2024-07-15
7:54 am,N 13TH ST/W CLYBOURN ST MKE,Subject With A Weapon,Service in Progress View History,2024-07-15
7:54 am,3732 W WISCONSIN AVE MKE:5,911,Service in Progress View History,2024-07-15
7:54 am,"LL(-87:56:56.0403,43:00:53.3879): EST 2776 W LAPHAM ST MKE",911,Service in Progress View History,2024-07-15
7:52 am,3131 S 41ST ST MKE,Crime Scene Technician Assignment,Service in Progress View History,2024-07-15
7:50 am,"LL(-88:01:34.6082,43:07:12.3346): EST 5629 N 91ST ST MKE",911,Service in Progress View History,2024-07-15
7:49 am,"LL(-87:54:18.7779,43:04:03.7342): EST 2712 N HOLTON ST MKE",911,Service in Progress View History,2024-07-15
7:47 am,3000 W CANAL ST MKE: @MG,Return Station,Assignment Completed View History,2024-07-15
7:46 am,6705 S 27TH ST FR,Assignment,Assignment Completed View History,2024-07-15
7:45 am,1626 N PROSPECT AVE MKE,Theft,Service in Progress View History,2024-07-15
7:44 am,S 29TH ST/W BURNHAM ST MKE,Reckless Vehicle,Service in Progress View History,2024-07-15
7:44 am,S 29TH ST/W BURNHAM ST MKE,Reckless Vehicle,Open Investigation View History,2024-07-15
7:44 am,S 29TH ST/W BURNHAM ST MKE,Reckless Vehicle,Service in Progress View History,2024-07-15
7:44 am,S 29TH ST/W BURNHAM ST MKE,Reckless Vehicle,Open Investigation View History,2024-07-15
7:43 am,2204 E PARK PL MKE:UNIT 2,Threat,Advised View History,2024-07-15
7:43 am,2204 E PARK PL MKE:UNIT 2,Threat,Service in Progress View History,2024-07-15
7:41 am,N 19TH ST/W ATKINSON AVE MKE,Welfare Citizen,Service in Progress View History,2024-07-15
7:41 am,N 19TH ST/W ATKINSON AVE MKE,Welfare Citizen,Unable to Locate Complainant View History,2024-07-15
7:41 am,N 19TH ST/W ATKINSON AVE MKE,Welfare Citizen,Service in Progress View History,2024-07-15
7:41 am,N 19TH ST/W ATKINSON AVE MKE,Welfare Citizen,Unable to Locate Complainant View History,2024-07-15
7:40 am,7300 N 60TH ST MKE,911,Service in Progress View History,2024-07-15
7:39 am,1615 W BECHER ST MKE,Stolen Vehicle,To be Filed View History,2024-07-15
7:39 am,1615 W BECHER ST MKE,Stolen Vehicle,Service in Progress View History,2024-07-15
7:39 am,1615 W BECHER ST MKE,Stolen Vehicle,To be Filed View History,2024-07-15
7:39 am,1615 W BECHER ST MKE,Stolen Vehicle,Service in Progress View History,2024-07-15
7:35 am,5378 N 36TH ST MKE,Entry-Building or Structure,Advised View History,2024-07-15
7:35 am,5378 N 36TH ST MKE,Entry-Building or Structure,Assignment Completed View History,2024-07-15
7:35 am,5378 N 36TH ST MKE,Entry-Building or Structure,Assignment Completed View History,2024-07-15
7:32 am,1433 W BURNHAM ST MKE: @WALGREENS,Trouble,Advised View History,2024-07-15
7:32 am,7979 N 66TH ST MKE: @UNIT 11,Crime Scene Technician Assignment,Service in Progress View History,2024-07-15
7:31 am,3006 S 27TH ST MKE: @D6,Reports,Assignment Completed View History,2024-07-15
7:31 am,2527 N STOWELL AVE MKE,911,Service in Progress View History,2024-07-15
7:30 am,N 5TH ST/W JUNEAU AVE MKE,Trouble,Service in Progress View History,2024-07-15
7:28 am,3007 N 6TH ST MKE:LOWER,911,Service in Progress View History,2024-07-15
7:23 am,3131 S 41ST ST MKE,Theft,Service in Progress View History,2024-07-15
7:20 am,245 W LINCOLN AVE MKE: @D2:SPAN TRAN FOR D2 DESK,Assignment,Assignment Completed View History,2024-07-15
7:17 am,"LL(-87:54:12.9819,43:05:17.8150): EST 597 E CAPITOL DR MKE",911,Service in Progress View History,2024-07-15
7:13 am,2920 N VEL R PHILLIPS AVE MKE: @D5,Reports,Assignment Completed View History,2024-07-15
7:12 am,2920 N VEL R PHILLIPS AVE MKE: @D5,Transport,Assignment Completed View History,2024-07-15
7:11 am,4118 W GOOD HOPE RD MKE,MPD Associated Event,Assignment Completed View History,2024-07-15
7:10 am,3245 N 37TH ST MKE: @UNIT 105,Abduction,Service in Progress View History,2024-07-15
7:09 am,"LL(-87:56:56.1497,42:58:28.9620): EST 3855 S 27TH ST MKE",911,Service in Progress View History,2024-07-15
7:05 am,N 11TH ST/W WELLS ST MKE,Traffic Control,Assignment Completed View History,2024-07-15
7:04 am,3951 N 42ND ST MKE:LWR,Stolen Vehicle,Service in Progress View History,2024-07-15
